vintage_year,census_code_vintage,census_code,census_title,n_onet_occs,n_tasks,n_exempt,share_exempt_equal,share_exempt_im,share_exempt_rt,share_exempt_freq_ordinal,share_exempt_freq_weekly,share_exempt_freq_daily,share_exempt_rt_freq
2013,2010,6930,Helpers--extraction workers,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,6940,Other extraction workers,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7000,"First-line supervisors of mechanics, installers, and repairers",1.0,22.0,13.0,0.59090906,0.59400415,0.59097713,0.5619565,0.55835867,0.5463213,0.5619565
2013,2010,7010,"Computer, automated teller, and office machine repairers",1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7020,Radio and telecommunications equipment installers and repairers,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7030,Avionics technicians,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7040,"Electric motor, power tool, and related repairers",1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7050,"Electrical and electronics installers and repairers, transportation equipment",1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7100,"Electrical and electronics repairers, industrial and utility",2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7110,"Electronic equipment installers and repairers, motor vehicles",1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7120,Electronic home entertainment equipment installers and repairers,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7130,Security and fire alarm systems installers,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7140,Aircraft mechanics and service technicians,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7150,Automotive body and related repairers,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7160,Automotive glass installers and repairers,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7200,Automotive service technicians and mechanics,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7210,Bus and truck mechanics and diesel engine specialists,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7220,Heavy vehicle and mobile equipment service technicians and mechanics,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7240,Small engine mechanics,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7260,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",3.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7300,Control and valve installers and repairers,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7315,"Heating, air conditioning, and refrigeration mechanics and installers",2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7320,Home appliance repairers,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7330,Industrial and refractory machinery mechanics,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7340,"Maintenance and repair workers, general",1.0,31.0,1.0,0.032258064,0.03401224,0.02931287,0.022663446,0.016376361,0.014246911,0.022663446
2013,2010,7350,"Maintenance workers, machinery",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7360,Millwrights,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7410,Electrical power-line installers and repairers,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7420,Telecommunications line installers and repairers,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7430,Precision instrument and equipment repairers,4.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7440,Wind turbine service technicians,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7510,"Coin, vending, and amusement machine servicers and repairers",1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7520,Commercial divers,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7540,Locksmiths and safe repairers,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7550,Manufactured building and mobile home installers,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7560,Riggers,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7600,Signal and track switch repairers,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7610,"Helpers--installation, maintenance, and repair workers",1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7630,"Other installation, maintenance, and repair workers",2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7700,First-line supervisors of production and operating workers,1.0,19.0,11.0,0.57894737,0.5721095,0.5859042,0.5807213,0.5427427,0.5436079,0.5807213
2013,2010,7710,"Aircraft structure, surfaces, rigging, and systems assemblers",1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7720,"Electrical, electronics, and electromechanical assemblers",3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7730,Engine and other machine assemblers,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7740,Structural metal fabricators and fitters,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7750,Miscellaneous assemblers and fabricators,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7800,Bakers,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7810,"Butchers and other meat, poultry, and fish processing workers",3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7830,"Food and tobacco roasting, baking, and drying machine operators and tenders",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7840,Food batchmakers,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7850,Food cooking machine operators and tenders,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7900,Computer control programmers and operators,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7920,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7930,"Forging machine setters, operators, and tenders, metal and plastic",1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7940,"Rolling machine setters, operators, and tenders, metal and plastic",1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7950,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,7960,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8000,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8010,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8020,"Milling and planing machine setters, operators, and tenders, metal and plastic",1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8030,Machinists,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8040,"Metal furnace operators, tenders, pourers, and casters",2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8060,"Model makers and patternmakers, metal and plastic",2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8120,"Multiple machine tool setters, operators, and tenders, metal and plastic",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8130,Tool and die makers,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8140,"Welding, soldering, and brazing workers",3.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8150,"Heat treating equipment setters, operators, and tenders, metal and plastic",1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8160,"Layout workers, metal and plastic",1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8200,"Plating and coating machine setters, operators, and tenders, metal and plastic",1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8210,"Tool grinders, filers, and sharpeners",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8250,Prepress technicians and workers,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8255,Printing press operators,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8256,Print binding and finishing workers,1.0,26.0,0.0,0.0,,,,,,
2013,2010,8300,Laundry and dry-cleaning workers,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8310,"Pressers, textile, garment, and related materials",1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8320,Sewing machine operators,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8330,Shoe and leather workers and repairers,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8340,Shoe machine operators and tenders,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8350,"Tailors, dressmakers, and sewers",2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8360,Textile bleaching and dyeing machine operators and tenders,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8400,"Textile cutting machine setters, operators, and tenders",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8410,"Textile knitting and weaving machine setters, operators, and tenders",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8420,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8430,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8440,Fabric and apparel patternmakers,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8450,Upholsterers,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8500,Cabinetmakers and bench carpenters,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8510,Furniture finishers,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8520,"Model makers and patternmakers, wood",2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8530,"Sawing machine setters, operators, and tenders, wood",1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8540,"Woodworking machine setters, operators, and tenders, except sawing",1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8600,"Power plant operators, distributors, and dispatchers",3.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8610,Stationary engineers and boiler operators,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8620,Water and wastewater treatment plant and system operators,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8630,Miscellaneous plant and system operators,7.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8640,"Chemical processing machine setters, operators, and tenders",2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8650,"Crushing, grinding, polishing, mixing, and blending workers",3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8710,Cutting workers,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8720,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8740,"Inspectors, testers, sorters, samplers, and weighers",1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8750,Jewelers and precious stone and metal workers,3.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8760,"Medical, dental, and ophthalmic laboratory technicians",3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8800,Packaging and filling machine operators and tenders,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8810,Painting workers,3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8830,Photographic process workers and processing machine operators,1.0,36.0,0.0,0.0,,,,,,
2013,2010,8840,Semiconductor processors,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8850,Adhesive bonding machine operators and tenders,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8860,"Cleaning, washing, and metal pickling equipment operators and tenders",1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8900,Cooling and freezing equipment operators and tenders,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8910,Etchers and engravers,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8920,"Molders, shapers, and casters, except metal and plastic",4.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8930,"Paper goods machine setters, operators, and tenders",1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8940,Tire builders,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8950,Helpers--production workers,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,8965,"Production workers, all other",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9000,Supervisors of transportation and material moving workers,4.0,73.0,50.0,0.61527646,0.61839646,0.66471183,0.6610497,0.6551794,0.6375484,0.6610497
2013,2010,9030,Aircraft pilots and flight engineers,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9040,Air traffic controllers and airfield operations specialists,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9050,Flight attendants,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9110,"Ambulance drivers and attendants, except emergency medical technicians",1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9120,Bus drivers,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9130,Driver/sales workers and truck drivers,3.0,60.0,1.0,0.024292743,0.025268814,0.010651007,0.0,0.0,0.010693369,0.0
2013,2010,9140,Taxi drivers and chauffeurs,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9200,Locomotive engineers and operators,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9230,"Railroad brake, signal, and switch operators",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9240,Railroad conductors and yardmasters,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9260,"Subway, streetcar, and other rail transportation workers",1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9300,Sailors and marine oilers,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9310,Ship and boat captains and operators,4.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9330,Ship engineers,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9340,Bridge and lock tenders,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9350,Parking lot attendants,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9360,Automotive and watercraft service attendants,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9410,Transportation inspectors,3.0,57.0,16.0,0.2722183,0.28776696,0.2188316,0.15133896,0.1225918,0.19529256,0.15133896
2013,2010,9415,"Transportation attendants, except flight attendants",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9420,Other transportation workers,1.0,23.0,6.0,0.26086956,0.25554976,0.2406861,0.27662402,0.2252006,0.15762407,0.27662402
2013,2010,9500,Conveyor operators and tenders,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9510,Crane and tower operators,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9520,"Dredge, excavating, and loading machine operators",3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9560,Hoist and winch operators,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9600,Industrial truck and tractor operators,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9610,Cleaners of vehicles and equipment,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9620,"Laborers and freight, stock, and material movers, hand",1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9630,Machine feeders and offbearers,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9640,"Packers and packagers, hand",1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9650,Pumping station operators,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9720,Refuse and recyclable material collectors,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9730,Mine shuttle car operators,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2010,9740,"Tank car, truck, and ship loaders",1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,10,Chief executives,2.0,49.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,20,General and operations managers,1.0,18.0,17.0,0.9444444,0.94219273,0.95264286,0.9424468,0.8813888,0.92536575,0.9424468
2014,2010,30,Legislators,1.0,30.0,30.0,1.0,,,,,,
2014,2010,40,Advertising and promotions managers,2.0,41.0,39.0,0.9596429,0.96599317,0.95542306,0.9627732,0.9792981,0.98990935,0.9627732
2014,2010,50,Marketing and sales managers,2.0,37.0,36.0,0.97282606,0.9643637,0.96186125,0.95614487,0.9618881,0.9661261,0.95614487
2014,2010,60,Public relations and fundraising managers,1.0,19.0,16.0,0.8421052,0.85295796,0.8518806,0.86019826,0.8765882,0.86105114,0.86019826
2014,2010,100,Administrative services managers,1.0,14.0,13.0,0.92857134,0.93035144,0.9024168,0.89278185,0.92563313,0.914905,0.89278185
2014,2010,110,Computer and information systems managers,1.0,17.0,14.0,0.8235294,0.828,0.81915027,0.80304164,0.7227054,0.779196,0.80304164
2014,2010,120,Financial managers,2.0,43.0,35.0,0.8117629,0.8062812,0.8432927,0.82797617,0.7508289,0.7823986,0.82797617
2014,2010,135,Compensation and benefits managers,1.0,24.0,21.0,0.875,0.8857692,0.8774934,0.84354466,0.77594995,0.84436506,0.84354466
2014,2010,136,Human resources managers,1.0,26.0,20.0,0.7692308,0.7764693,0.76639295,0.778548,0.8555958,0.8272849,0.778548
2014,2010,137,Training and development managers,1.0,12.0,10.0,0.8333333,0.825864,0.8297846,0.78887624,0.6955352,0.6691635,0.78887624
2014,2010,140,Industrial production managers,7.0,130.0,81.0,0.6691115,0.6772067,0.69178766,0.6911391,0.6797217,0.7022291,0.6911391
2014,2010,150,Purchasing managers,1.0,17.0,13.0,0.7647059,0.78217053,0.7734409,0.7329199,0.56324077,0.5484216,0.73291975
2014,2010,160,"Transportation, storage, and distribution managers",3.0,88.0,72.0,0.89448273,0.88686824,0.88453525,0.8886555,0.90131027,0.892634,0.8886555
2014,2010,205,"Farmers, ranchers, and other agricultural managers",3.0,66.0,34.0,0.510501,0.5119083,0.51635355,0.5144045,0.54826105,0.5042058,0.5144045
2014,2010,220,Construction managers,1.0,25.0,23.0,0.92,0.92122513,0.93491125,0.94454366,0.9626385,0.95615923,0.94454366
2014,2010,230,Education administrators,5.0,122.0,93.0,0.84097075,0.84213847,0.84533274,0.83170056,0.81355095,0.80582494,0.83170056
2014,2010,300,Architectural and engineering managers,2.0,40.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,310,Food service managers,1.0,28.0,16.0,0.5714286,0.57288367,0.5990375,0.6009617,0.6104619,0.60384434,0.6009617
2014,2010,325,Funeral service managers,1.0,22.0,20.0,0.90909094,0.9057173,0.9000298,0.88715583,0.91090196,0.8777055,0.88715583
2014,2010,330,Gaming managers,1.0,19.0,13.0,0.68421054,0.6909186,0.72908163,0.704724,0.6656359,0.67334044,0.704724
2014,2010,340,Lodging managers,1.0,24.0,15.0,0.625,0.62452847,0.6270676,0.59387934,0.51514804,0.5527691,0.59387934
2014,2010,350,Medical and health services managers,1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,360,Natural sciences managers,3.0,70.0,48.0,0.7347546,0.7311373,0.764914,0.7499791,0.7290716,0.7241015,0.7499791
2014,2010,400,Postmasters and mail superintendents,1.0,12.0,8.0,0.6666667,0.66233766,0.7242309,0.7141486,0.80465823,0.6973645,0.7141486
2014,2010,410,"Property, real estate, and community association managers",1.0,27.0,22.0,0.8148148,0.8109077,0.80218196,0.7827102,0.8340269,0.77378684,0.7827102
2014,2010,420,Social and community service managers,1.0,16.0,15.0,0.9375,0.93629926,0.9319041,0.9259001,0.8927296,0.9185627,0.9259001
2014,2010,425,Emergency management directors,1.0,23.0,19.0,0.82608694,0.827211,0.8225386,0.8015469,0.6678908,0.59475595,0.8015469
2014,2010,430,"Managers, all other",9.0,217.0,189.0,0.8584986,0.8573531,0.85529405,0.85493225,0.86349565,0.8637839,0.85493225
2014,2010,500,"Agents and business managers of artists, performers, and athletes",1.0,13.0,8.0,0.61538464,0.61578286,0.61399484,0.6338625,0.6615137,0.6722197,0.6338625
2014,2010,510,"Buyers and purchasing agents, farm products",1.0,12.0,7.0,0.5833333,0.579209,0.5718783,0.5549292,0.54224586,0.5278221,0.5549292
2014,2010,520,"Wholesale and retail buyers, except farm products",1.0,21.0,17.0,0.8095238,0.81920636,0.836946,0.8254603,0.80297345,0.80811656,0.8254603
2014,2010,530,"Purchasing agents, except wholesale, retail, and farm products",1.0,19.0,13.0,0.68421054,0.7032033,0.6754656,0.6636708,0.63691103,0.6212845,0.6636707
2014,2010,540,"Claims adjusters, appraisers, examiners, and investigators",3.0,36.0,25.0,0.62458843,0.6425447,0.6650318,0.67612517,0.6617249,0.6723635,0.67612517
2014,2010,565,Compliance officers,6.0,117.0,63.0,0.38806233,0.39574096,0.4054301,0.38363752,0.3808557,0.39218795,0.38363752
2014,2010,600,Cost estimators,1.0,13.0,10.0,0.7692308,0.7923044,0.79385215,0.813974,0.9099802,0.88634,0.813974
2014,2010,630,Human resources workers,3.0,61.0,36.0,0.3944859,0.39418948,0.40984985,0.42536488,0.390598,0.4016342,0.42536488
2014,2010,640,"Compensation, benefits, and job analysis specialists",1.0,24.0,16.0,0.6666667,0.7075731,0.67683476,0.75407195,0.8994311,0.9093267,0.75407195
2014,2010,650,Training and development specialists,1.0,20.0,15.0,0.75,0.7826999,0.7645252,0.76541203,0.7896364,0.79726636,0.76541203
2014,2010,700,Logisticians,3.0,82.0,64.0,0.8139265,0.81431437,0.80904615,0.7939408,0.7379144,0.773396,0.7939408
2014,2010,710,Management analysts,1.0,11.0,8.0,0.72727275,0.7207875,0.72363603,0.7083137,0.65985173,0.6656153,0.7083137
2014,2010,725,"Meeting, convention, and event planners",1.0,21.0,15.0,0.71428573,0.7162505,0.7143405,0.90390056,0.9312867,0.7761451,0.90390056
2014,2010,726,Fundraisers,1.0,28.0,16.0,0.5714286,0.6094081,0.5750255,0.60118914,0.6703192,0.7025285,0.60118914
2014,2010,735,Market research analysts and marketing specialists,1.0,13.0,12.0,0.9230769,0.92042804,0.91780704,0.89851385,0.83282405,0.84380704,0.89851385
2014,2010,740,"Business operations specialists, all other",6.0,137.0,59.0,0.41244805,0.40935498,0.4026329,0.38217288,0.3389531,0.3400176,0.38217288
2014,2010,800,Accountants and auditors,2.0,36.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,810,Appraisers and assessors of real estate,2.0,36.0,23.0,0.6449495,0.6422162,0.6322347,0.6299084,0.6088127,0.61055595,0.6299084
2014,2010,820,Budget analysts,1.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,830,Credit analysts,1.0,10.0,4.0,0.4,0.41046327,0.41393152,0.4244236,0.44097337,0.45756453,0.4244236
2014,2010,840,Financial analysts,1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,850,Personal financial advisors,1.0,21.0,19.0,0.9047619,0.9059656,0.9399919,0.925368,0.87749356,0.789157,0.925368
2014,2010,860,Insurance underwriters,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,900,Financial examiners,1.0,17.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,910,Credit counselors and loan officers,3.0,74.0,13.0,0.12695047,0.123570226,0.111017615,0.09776218,0.10003869,0.100054584,0.09776218
2014,2010,930,"Tax examiners and collectors, and revenue agents",1.0,26.0,14.0,0.53846157,0.52071124,0.4238659,0.35750812,0.23307914,0.28003863,0.35750812
2014,2010,940,Tax preparers,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,950,"Financial specialists, all other",4.0,87.0,71.0,0.75640374,0.72371113,0.74180704,0.707742,0.62478745,0.61120486,0.707742
