vintage_year,census_code_vintage,census_code,census_title,n_onet_occs,n_tasks,n_exempt,share_exempt_equal,share_exempt_im,share_exempt_rt,share_exempt_freq_ordinal,share_exempt_freq_weekly,share_exempt_freq_daily,share_exempt_rt_freq
2015,2010,5120,"Bookkeeping, accounting, and auditing clerks",1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5130,Gaming cage workers,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5140,Payroll and timekeeping clerks,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5150,Procurement clerks,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5160,Tellers,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5200,Brokerage clerks,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5210,Correspondence clerks,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5220,"Court, municipal, and license clerks",3.0,67.0,7.0,0.08876811,0.0827724,0.08242913,0.07061004,0.050544057,0.054928612,0.07061004
2015,2010,5230,"Credit authorizers, checkers, and clerks",2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5240,Customer service representatives,2.0,28.0,11.0,0.34343892,0.3511096,0.3661395,0.37223235,0.37862346,0.37646288,0.37223235
2015,2010,5250,"Eligibility interviewers, government programs",1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5260,File Clerks,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5300,"Hotel, motel, and resort desk clerks",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5310,"Interviewers, except eligibility and loan",1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5320,"Library assistants, clerical",1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5330,Loan interviewers and clerks,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5340,New accounts clerks,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5350,Order clerks,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5360,"Human resources assistants, except payroll and timekeeping",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5400,Receptionists and information clerks,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5410,Reservation and transportation ticket agents and travel clerks,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5500,Cargo and freight agents,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5510,Couriers and messengers,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5520,Dispatchers,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5530,"Meter readers, utilities",1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5540,Postal service clerks,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5550,Postal service mail carriers,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5560,"Postal service mail sorters, processors, and processing machine operators",1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5600,"Production, planning, and expediting clerks",1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5610,"Shipping, receiving, and traffic clerks",1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5620,Stock clerks and order fillers,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5630,"Weighers, measurers, checkers, and samplers, recordkeeping",1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5700,Secretaries and administrative assistants,4.0,83.0,7.0,0.08251527,0.0760248,0.064821385,0.052521013,0.038725454,0.03932188,0.052521013
2015,2010,5800,Computer operators,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5810,Data entry keyers,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5820,Word processors and typists,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5830,Desktop publishers,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5840,Insurance claims and policy processing clerks,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5850,"Mail clerks and mail machine operators, except postal service",1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5860,"Office clerks, general",1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5900,"Office machine operators, except computer",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5910,Proofreaders and copy markers,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,5920,Statistical assistants,2.0,33.0,5.0,0.097575404,0.101907045,0.09191322,0.09818677,0.12771316,0.12040498,0.09818677
2015,2010,6005,"First-line supervisors of farming, fishing, and forestry workers",4.0,72.0,59.0,0.82626706,0.834022,0.85086554,0.8560389,0.84069574,0.8599349,0.8560389
2015,2010,6010,Agricultural inspectors,1.0,22.0,9.0,0.4090909,0.39753568,0.26820114,0.1934426,0.16130617,0.17933388,0.1934426
2015,2010,6020,Animal breeders,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6040,"Graders and sorters, agricultural products",1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6050,Miscellaneous agricultural workers,4.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6100,Fishers and related fishing workers,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6110,Hunters and trappers,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6120,Forest and conservation workers,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6130,Logging workers,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6200,First-line supervisors of construction trades and extraction workers,2.0,30.0,20.0,0.6231156,0.62529254,0.6236109,0.62642026,0.63959557,0.6330087,0.62642026
2015,2010,6210,Boilermakers,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6220,"Brickmasons, blockmasons, and stonemasons",2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6230,Carpenters,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6240,"Carpet, floor, and tile installers and finishers",4.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6250,"Cement masons, concrete finishers, and terrazzo workers",2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6260,Construction laborers,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6300,"Paving, surfacing, and tamping equipment operators",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6310,Pile-driver operators,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6320,Operating engineers and other construction equipment operators,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6330,"Drywall installers, ceiling tile installers, and tapers",2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6355,Electricians,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6360,Glaziers,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6400,Insulation workers,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6420,"Painters, construction and maintenance",1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6430,Paperhangers,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6440,"Pipelayers, plumbers, pipefitters, and steamfitters",3.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6460,Plasterers and stucco masons,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6500,Reinforcing iron and rebar workers,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6515,Roofers,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6520,Sheet metal workers,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6530,Structural iron and steel workers,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6540,Solar photovoltaic installers,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6600,"Helpers, construction trades",6.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6660,Construction and building inspectors,1.0,19.0,5.0,0.2631579,0.27244583,0.27392495,0.26722988,0.27894297,0.25546166,0.26722988
2015,2010,6700,Elevator installers and repairers,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6710,Fence erectors,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6720,Hazardous materials removal workers,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6730,Highway maintenance workers,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6740,Rail-track laying and maintenance equipment operators,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6750,Septic tank servicers and sewer pipe cleaners,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6765,Miscellaneous construction and related workers,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6800,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",3.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6820,"Earth drillers, except oil and gas",1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6830,"Explosives workers, ordnance handling experts, and blasters",1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6840,Mining machine operators,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6910,"Roof bolters, mining",1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6920,"Roustabouts, oil and gas",1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6930,Helpers--extraction workers,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,6940,Other extraction workers,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7000,"First-line supervisors of mechanics, installers, and repairers",1.0,22.0,13.0,0.59090906,0.59400415,0.59097713,0.5619565,0.55835867,0.5463213,0.5619565
2015,2010,7010,"Computer, automated teller, and office machine repairers",1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7020,Radio and telecommunications equipment installers and repairers,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7030,Avionics technicians,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7040,"Electric motor, power tool, and related repairers",1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7050,"Electrical and electronics installers and repairers, transportation equipment",1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7100,"Electrical and electronics repairers, industrial and utility",2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7110,"Electronic equipment installers and repairers, motor vehicles",1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7120,Electronic home entertainment equipment installers and repairers,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7130,Security and fire alarm systems installers,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7140,Aircraft mechanics and service technicians,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7150,Automotive body and related repairers,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7160,Automotive glass installers and repairers,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7200,Automotive service technicians and mechanics,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7210,Bus and truck mechanics and diesel engine specialists,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7220,Heavy vehicle and mobile equipment service technicians and mechanics,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7240,Small engine mechanics,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7260,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7300,Control and valve installers and repairers,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7315,"Heating, air conditioning, and refrigeration mechanics and installers",2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7320,Home appliance repairers,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7330,Industrial and refractory machinery mechanics,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7340,"Maintenance and repair workers, general",1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7350,"Maintenance workers, machinery",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7360,Millwrights,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7410,Electrical power-line installers and repairers,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7420,Telecommunications line installers and repairers,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7430,Precision instrument and equipment repairers,4.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7440,Wind turbine service technicians,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7510,"Coin, vending, and amusement machine servicers and repairers",1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7520,Commercial divers,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7540,Locksmiths and safe repairers,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7550,Manufactured building and mobile home installers,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7560,Riggers,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7600,Signal and track switch repairers,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7610,"Helpers--installation, maintenance, and repair workers",1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7630,"Other installation, maintenance, and repair workers",2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7700,First-line supervisors of production and operating workers,1.0,19.0,11.0,0.57894737,0.5721095,0.5859042,0.5807213,0.5427427,0.5436079,0.5807213
2015,2010,7710,"Aircraft structure, surfaces, rigging, and systems assemblers",1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7720,"Electrical, electronics, and electromechanical assemblers",3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7730,Engine and other machine assemblers,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7740,Structural metal fabricators and fitters,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7750,Miscellaneous assemblers and fabricators,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7800,Bakers,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7810,"Butchers and other meat, poultry, and fish processing workers",3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7830,"Food and tobacco roasting, baking, and drying machine operators and tenders",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7840,Food batchmakers,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7850,Food cooking machine operators and tenders,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7900,Computer control programmers and operators,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7920,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7930,"Forging machine setters, operators, and tenders, metal and plastic",1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7940,"Rolling machine setters, operators, and tenders, metal and plastic",1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7950,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,7960,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8000,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8010,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8020,"Milling and planing machine setters, operators, and tenders, metal and plastic",1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8030,Machinists,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8040,"Metal furnace operators, tenders, pourers, and casters",2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8060,"Model makers and patternmakers, metal and plastic",2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8120,"Multiple machine tool setters, operators, and tenders, metal and plastic",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8130,Tool and die makers,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8140,"Welding, soldering, and brazing workers",3.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8150,"Heat treating equipment setters, operators, and tenders, metal and plastic",1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8160,"Layout workers, metal and plastic",1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8200,"Plating and coating machine setters, operators, and tenders, metal and plastic",1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8210,"Tool grinders, filers, and sharpeners",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8250,Prepress technicians and workers,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8255,Printing press operators,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8256,Print binding and finishing workers,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8300,Laundry and dry-cleaning workers,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8310,"Pressers, textile, garment, and related materials",1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8320,Sewing machine operators,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8330,Shoe and leather workers and repairers,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8340,Shoe machine operators and tenders,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8350,"Tailors, dressmakers, and sewers",2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8360,Textile bleaching and dyeing machine operators and tenders,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8400,"Textile cutting machine setters, operators, and tenders",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8410,"Textile knitting and weaving machine setters, operators, and tenders",1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8420,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8430,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8440,Fabric and apparel patternmakers,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8450,Upholsterers,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8500,Cabinetmakers and bench carpenters,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8510,Furniture finishers,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8520,"Model makers and patternmakers, wood",2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8530,"Sawing machine setters, operators, and tenders, wood",1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8540,"Woodworking machine setters, operators, and tenders, except sawing",1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8600,"Power plant operators, distributors, and dispatchers",3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8610,Stationary engineers and boiler operators,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8620,Water and wastewater treatment plant and system operators,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8630,Miscellaneous plant and system operators,7.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8640,"Chemical processing machine setters, operators, and tenders",2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8650,"Crushing, grinding, polishing, mixing, and blending workers",3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8710,Cutting workers,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8720,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8740,"Inspectors, testers, sorters, samplers, and weighers",1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8750,Jewelers and precious stone and metal workers,3.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8760,"Medical, dental, and ophthalmic laboratory technicians",3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8800,Packaging and filling machine operators and tenders,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8810,Painting workers,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8830,Photographic process workers and processing machine operators,1.0,36.0,0.0,0.0,,,,,,
2015,2010,8840,Semiconductor processors,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8850,Adhesive bonding machine operators and tenders,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8860,"Cleaning, washing, and metal pickling equipment operators and tenders",1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8900,Cooling and freezing equipment operators and tenders,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8910,Etchers and engravers,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8920,"Molders, shapers, and casters, except metal and plastic",4.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8930,"Paper goods machine setters, operators, and tenders",1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8940,Tire builders,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8950,Helpers--production workers,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,8965,"Production workers, all other",1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,9000,Supervisors of transportation and material moving workers,4.0,74.0,51.0,0.6570729,0.65736806,0.6995002,0.6954522,0.6863087,0.68072855,0.6954522
2015,2010,9030,Aircraft pilots and flight engineers,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,9040,Air traffic controllers and airfield operations specialists,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,9050,Flight attendants,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,9110,"Ambulance drivers and attendants, except emergency medical technicians",1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,9120,Bus drivers,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2010,9130,Driver/sales workers and truck drivers,3.0,57.0,1.0,0.016708968,0.017380325,0.0073259464,0.0,0.0,0.007355084,0.0
2015,2010,9140,Taxi drivers and chauffeurs,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
